node,age
2,4180.17852000001
1224,2400.67500000001
213483,357.750950000006
896,117.296080000006
218207,18.0447100000065
48001,17.1247100000064
109166,67.3561000000063
497721,35.7237100000066
396320,102.579150000006
2904316,13.526800000006
2289,13.4575000000068
115780,2.89813000000595
28222,12.5719400000062
2299,64.2870100000064
2904714,245.196480000006
2357,471.893790000006
213465,523.594010000007
1148150,126.177020000006
35836,392.353830000006
43773,155.347410000007
893,291.154350000007
2904609,241.872190000006
53318,87.6589600000061
109168,168.855460000006
2024979,570.919440000006
263369,397.563790000007
1652133,317.110740000006
29,1236.34240000001
80811,477.110950000007
47,8.09229000000687
40,6.3664629124105e-12
53,0.114300000006551
224464,212.613580000007
162027,143.450400000007
80812,741.156470000006
50,111.799520000006
55,42.4392200000066
69541,1412.90000000001
213422,1338.79237000001
115782,20.9558400000069
392332,423.626840000006
37817,179.662670000006
2812025,465.138120000006
213115,1539.97198000001
206664,238.162300000006
224474,112.395580000007
339721,280.442940000006
53244,203.304980000006
488937,187.819860000006
66848,350.591070000006
194924,609.883510000006
2802295,10.6305900000061
1912771,7.00408000000607
983975,0.218300000005911
2909705,11.9535300000061
2905722,31.9964300000056
2910978,31.6501500000059
2910985,32.5567400000054
2794998,126.267360000006
2910983,53.9881500000065
700595,13.9328600000063
2910984,130.235750000006
2905136,171.059370000006
213116,497.472710000006
898,340.028770000006
117942,805.434810000006
33001,15.0665300000064
84404,252.466220000006
57723,2009.32904000001
204432,1257.94062000001
204434,488.172360000006
1078830,146.476710000006
388463,6.39130000000569
533205,1637.05435000001
574976,261.420440000006
28211,1993.84472000001
425,14.1340700000073
45404,132.457860000008
168658,31.6036900000081
532,21.0398100000084
533,7.27595761418343e-12
911,6.54880000000776
29407,60.2461500000072
2036754,187.054090000007
28209,109.359180000008
1017183,99.3224600000076
690086,25.2152300000071
119045,191.357380000007
186650,84.8320400000075
2282523,26.9542600000068
85413,25.945610000007
204476,205.991170000007
1145345,312.193140000007
2844863,332.506690000007
1903858,10.8550200000072
166953,2.5989100000088
47494,1.17185000000791
119044,1.67428000000837
51670,0.074310000008154
1068,8.18545231595635e-12
580880,5.56197000000793
444599,1.17820000000847
204473,0.127620000007482
152053,1.08149000000867
1241326,0.833490000008169
59282,0.0155500000082611
261933,1.87350000000788
182269,0.000120000007882481
293088,3.30326000000787
323620,243.604960000007
1525371,5.93224000000737
227292,34.8430700000072
69278,32.3734200000072
245876,27.6160900000068
31988,7.12563000000682
449972,172.071420000007
28100,272.632770000007
118882,92.9393200000068
354349,7.27595761418343e-12
999488,7.27595761418343e-12
773,134.221290000007
2831106,457.235300000007
46913,228.940170000007
623276,35.4461800000072
1082930,144.163020000007
34016,131.775730000008
76892,409.580440000007
76890,8.18545231595635e-12
20,15.959720000008
208215,205.727010000007
655352,286.261880000007
436357,2.59518000000662
53945,0.544750000005479
2433,0.317170000005717
299261,1.57145000000583
1679449,2.89555000000564
659428,1.53479000000607
188905,0.498370000006616
2854181,0.360560000006444
875170,1.58479000000716
387095,0.0305000000080327
947567,0.202990000006139
1042323,0.0264400000069145
2854184,0.829810000005637
1541822,0.784830000005968
2211638,0.106980000005933
653686,0.352330000006987
92944,0.0209400000067035
295418,10.0822200000075
490828,66.4088200000069
599652,98.7425500000063
2800681,20.6922000000068
256616,319.130060000007
238783,1.60262000000785
366614,6.63463000000775
1097466,14.6494300000086
119541,1.69395000000713
72021,0.098720000006324
285107,228.201460000007
34008,252.946840000007
56999,127.854990000006
663242,171.467150000006
69657,338.840960000007
2723,33.1886400000067
453849,36.0783300000066
85,57.0173700000068
2800062,171.204240000007
1246884,43.8084300000064
2800061,406.761550000007
74317,201.710590000007
153232,11.037670000007
1124625,0.0253100000072664
2823232,0.00194000000738015
335405,0.000220000007175258
542,7.27595761418343e-12
1649486,0.00111000000651984
1227948,0.0410900000078982
2709685,0.00541000000794156
1434046,0.0132900000080554
165697,0.0125900000084584
1331809,441.254340000007
288021,215.592080000007
1485594,85.0494200000076
2821832,623.069290000007
152161,161.415100000007
227873,69.7048000000068
258255,350.239880000007
510685,596.513900000007
510690,138.980240000007
433,452.575280000007
257708,0.354260000007343
2870713,59.2584400000078
365532,66.4078700000073
512381,50.1653000000069
91914,2.91607000000749
1223423,0.106560000009267
441,0.249870000008741
50709,21.4824900000067
522,61.2974300000069
35812,52.2687000000069
445219,94.3430900000067
93,42.6136300000071
2844864,902.545720000007
659693,6.93259000000762
526215,8.71025000000736
390876,8.612590000007
80876,2.61399000000711
189,1.02989000000707
414051,117.158930000008
1612157,62.6655100000071
86671,72.1756000000069
168934,21.5214100000076
2844403,622.114760000008
85274,0.917660000007345
1121829,84.2273200000081
171673,82.6401100000066
1146845,132.689440000007
204447,213.911360000007
191,367.077790000008
1777752,1166.17500000001
171436,56.2536700000064
766,1713.68750000001
33988,929.721980000007
780,87.0871400000069
114292,6.41669000000729
114277,18.2299700000067
